user_id,month,age,city,plan,total_messages,total_mb,total_minutes,messages_included,mb_per_month_included,minutes_included,usd_monthly_pay,total_cost
1009,2018-10,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,0.0,22664.84,696.35,50,15360,500,20,97.226828125
1009,2018-11,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,0.0,25473.43,668.57,50,15360,500,20,123.82106484375001
1009,2018-12,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,0.0,23922.6,712.71,50,15360,500,20,110.00044062499998
1010,2018-03,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,0.0,10690.02,408.42,50,15360,500,20,20.0
1010,2018-04,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,0.0,19722.34,618.43,50,15360,500,20,66.1538765625
1010,2018-05,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,0.0,15888.52,497.94,50,15360,500,20,25.161328125000004
1010,2018-06,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,0.0,16829.31,524.14,50,15360,500,20,35.07293046875001
1010,2018-07,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,0.0,12663.11,658.24,50,15360,500,20,24.7472
1010,2018-08,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,0.0,19811.84,598.94,50,15360,500,20,66.4432
1010,2018-09,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,0.0,16813.73,568.75,50,15360,500,20,36.259082031249996
1010,2018-10,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,0.0,16937.78,668.63,50,15360,500,20,40.46690781249999
1010,2018-11,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,0.0,7985.59,245.37,50,15360,500,20,20.0
1010,2018-12,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1011,2018-01,73,"Cleveland-Elyria, OH MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1011,2018-02,73,"Cleveland-Elyria, OH MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1011,2018-03,73,"Cleveland-Elyria, OH MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1011,2018-04,73,"Cleveland-Elyria, OH MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1011,2018-05,73,"Cleveland-Elyria, OH MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1011,2018-06,73,"Cleveland-Elyria, OH MSA",ultimate,21.0,6685.11,111.67999999999999,1000,30720,3000,70,70.0
1011,2018-07,73,"Cleveland-Elyria, OH MSA",ultimate,53.0,21046.41,472.65999999999997,1000,30720,3000,70,70.0
1011,2018-08,73,"Cleveland-Elyria, OH MSA",ultimate,54.0,21099.37,460.12,1000,30720,3000,70,70.0
1011,2018-09,73,"Cleveland-Elyria, OH MSA",ultimate,60.0,16638.46,455.22,1000,30720,3000,70,70.0
1011,2018-10,73,"Cleveland-Elyria, OH MSA",ultimate,64.0,24575.65,476.99,1000,30720,3000,70,70.0
1011,2018-11,73,"Cleveland-Elyria, OH MSA",ultimate,58.0,22102.97,475.65,1000,30720,3000,70,70.0
1011,2018-12,73,"Cleveland-Elyria, OH MSA",ultimate,61.0,19630.63,292.55,1000,30720,3000,70,70.0
1012,2018-06,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1012,2018-07,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1012,2018-08,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1012,2018-09,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1012,2018-10,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1013,2018-12,50,"Knoxville, TN MSA",ultimate,16.0,20113.92,203.37,1000,30720,3000,70,70.0
1014,2018-11,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,9.0,1175.59,149.33,50,15360,500,20,20.0
1014,2018-12,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,64.0,7792.41,1050.62,50,15360,500,20,36.938599999999994
1015,2018-12,26,"Pittsburgh, PA MSA",surf,68.0,17495.12,89.49,50,15360,500,20,41.39078124999999
1016,2018-10,30,"Fresno, CA MSA",surf,11.0,3669.91,162.24,50,15360,500,20,20.0
1016,2018-11,30,"Fresno, CA MSA",surf,46.0,27501.33,610.4,50,15360,500,20,141.87967578125003
1016,2018-12,30,"Fresno, CA MSA",surf,38.0,28188.010000000002,789.66,50,15360,500,20,153.96333515625003
1017,2018-08,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,5.0,2128.5299999999997,55.26,50,15360,500,20,20.0
1017,2018-09,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,41.0,24478.920000000002,335.86,50,15360,500,20,109.05195312500001
1017,2018-10,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,35.0,28478.25,375.49,50,15360,500,20,148.10791015625
1017,2018-11,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,29.0,19093.04,362.34000000000003,50,15360,500,20,56.45546875000001
1017,2018-12,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,42.0,21136.58,450.86,50,15360,500,20,76.41191406250002
1018,2018-10,70,"Indianapolis-Carmel-Anderson, IN MSA",surf,3.0,8722.35,173.67000000000002,50,15360,500,20,20.0
1018,2018-11,70,"Indianapolis-Carmel-Anderson, IN MSA",surf,5.0,15266.53,601.88,50,15360,500,20,23.0564
1018,2018-12,70,"Indianapolis-Carmel-Anderson, IN MSA",surf,8.0,17390.55,447.9,50,15360,500,20,39.82958984374999
1019,2018-01,34,"Jacksonville, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1019,2018-02,34,"Jacksonville, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1019,2018-03,34,"Jacksonville, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1019,2018-04,34,"Jacksonville, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1019,2018-05,34,"Jacksonville, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1019,2018-06,34,"Jacksonville, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1019,2018-07,34,"Jacksonville, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1019,2018-08,34,"Jacksonville, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1019,2018-09,34,"Jacksonville, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1019,2018-10,34,"Jacksonville, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1019,2018-11,34,"Jacksonville, FL MSA",surf,24.0,3012.91,41.38,50,15360,500,20,20.0
1019,2018-12,34,"Jacksonville, FL MSA",surf,128.0,28127.77,441.98,50,15360,500,20,147.02525390625001
1020,2018-11,56,"Dallas-Fort Worth-Arlington, TX MSA",surf,1.0,12000.34,405.3,50,15360,500,20,20.0
1020,2018-12,56,"Dallas-Fort Worth-Arlington, TX MSA",surf,3.0,19749.08,475.72,50,15360,500,20,62.86210937500002
1021,2018-12,37,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,0.0,6084.63,378.27,50,15360,500,20,20.0
1022,2018-04,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1022,2018-05,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,4908.08,287.34,50,15360,500,20,20.0
1022,2018-06,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,23436.48,455.45,50,15360,500,20,98.87187499999999
1022,2018-07,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,9933.15,448.25,50,15360,500,20,20.0
1022,2018-08,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,21325.33,598.78,50,15360,500,20,81.21857578125001
1023,2018-07,70,"Omaha-Council Bluffs, NE-IA MSA",surf,5.0,9096.97,40.13,50,15360,500,20,20.0
1023,2018-08,70,"Omaha-Council Bluffs, NE-IA MSA",surf,6.0,9991.79,66.66,50,15360,500,20,20.0
1023,2018-09,70,"Omaha-Council Bluffs, NE-IA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1023,2018-10,70,"Omaha-Council Bluffs, NE-IA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1023,2018-11,70,"Omaha-Council Bluffs, NE-IA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1023,2018-12,70,"Omaha-Council Bluffs, NE-IA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1024,2018-08,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1024,2018-09,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1024,2018-10,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1024,2018-11,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1024,2018-12,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,10807.37,530.02,50,15360,500,20,20.9006
1025,2018-10,64,"Atlanta-Sandy Springs-Roswell, GA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1025,2018-11,64,"Atlanta-Sandy Springs-Roswell, GA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1025,2018-12,64,"Atlanta-Sandy Springs-Roswell, GA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1026,2018-07,49,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,9.0,4822.35,152.12,1000,30720,3000,70,70.0
1026,2018-08,49,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,13.0,8402.11,183.52,1000,30720,3000,70,70.0
1026,2018-09,49,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1026,2018-10,49,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1026,2018-11,49,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1026,2018-12,49,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1027,2018-06,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1027,2018-07,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,18.0,11516.06,327.9,50,15360,500,20,20.0
1027,2018-08,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,13.0,20351.1,341.3,50,15360,500,20,68.74121093749999
1027,2018-09,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,12.0,17075.76,304.12,50,15360,500,20,36.755468749999984
1027,2018-10,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,12.0,12901.15,393.25,50,15360,500,20,20.0
1027,2018-11,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,10.0,15839.84,377.32,50,15360,500,20,24.6859375
1027,2018-12,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,13.0,14411.53,270.9,50,15360,500,20,20.0
1028,2018-02,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,12.0,12591.91,0.0,1000,30720,3000,70,70.0
1028,2018-03,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,66.0,36061.04,37.01,1000,30720,3000,70,106.511015625
1028,2018-04,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,77.0,37761.59,49.41,1000,30720,3000,70,118.13586914062498
1028,2018-05,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,84.0,32907.83,62.97,1000,30720,3000,70,84.95586914062501
1028,2018-06,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,66.0,37907.14,44.0,1000,30720,3000,70,119.13083984375
1028,2018-07,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,85.0,38826.7,50.19,1000,30720,3000,70,125.41689453124998
1028,2018-08,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,74.0,40388.21,71.55,1000,30720,3000,70,136.091279296875
1028,2018-09,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,68.0,26563.75,33.89,1000,30720,3000,70,70.0
1028,2018-10,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,73.0,46595.33,34.019999999999996,1000,30720,3000,70,178.522763671875
1028,2018-11,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,77.0,42952.59,64.74,1000,30720,3000,70,153.62122070312498
1028,2018-12,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,74.0,37603.26,40.68,1000,30720,3000,70,117.05353515625
1029,2018-01,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1029,2018-02,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1029,2018-03,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1029,2018-04,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1029,2018-05,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1029,2018-06,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1029,2018-07,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1029,2018-08,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,2.0,618.95,40.63,50,15360,500,20,20.0
1029,2018-09,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,9.0,13719.06,715.58,50,15360,500,20,26.4674
1029,2018-10,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,12.0,17605.99,655.0,50,15360,500,20,46.583496093750014
1029,2018-11,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,16.0,14210.22,601.03,50,15360,500,20,23.0309
1029,2018-12,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,11.0,21046.14,599.13,50,15360,500,20,78.5026109375
1030,2018-02,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1030,2018-03,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1030,2018-04,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1030,2018-05,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1030,2018-06,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1030,2018-07,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1030,2018-08,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1030,2018-09,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1030,2018-10,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,9.0,11302.29,439.05,1000,30720,3000,70,70.0
1030,2018-11,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,11.0,16646.68,444.8,1000,30720,3000,70,70.0
1030,2018-12,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,10.0,15567.17,395.39,1000,30720,3000,70,70.0
1031,2018-07,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,1.0,10653.04,288.57,1000,30720,3000,70,70.0
1031,2018-08,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,2.0,21615.94,454.72,1000,30720,3000,70,70.0
1031,2018-09,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,3.0,13005.92,482.34,1000,30720,3000,70,70.0
1031,2018-10,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,2.0,18775.73,530.79,1000,30720,3000,70,70.0
1031,2018-11,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,1.0,16198.94,575.18,1000,30720,3000,70,70.0
1031,2018-12,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,5.0,12622.11,443.17,1000,30720,3000,70,70.0
1032,2018-06,59,"Birmingham-Hoover, AL MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1032,2018-07,59,"Birmingham-Hoover, AL MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1032,2018-08,59,"Birmingham-Hoover, AL MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1032,2018-09,59,"Birmingham-Hoover, AL MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1032,2018-10,59,"Birmingham-Hoover, AL MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1032,2018-11,59,"Birmingham-Hoover, AL MSA",ultimate,22.0,14469.16,293.29,1000,30720,3000,70,70.0
1032,2018-12,59,"Birmingham-Hoover, AL MSA",ultimate,20.0,14290.59,725.52,1000,30720,3000,70,70.0
1033,2018-05,28,"Oklahoma City, OK MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1033,2018-06,28,"Oklahoma City, OK MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1033,2018-07,28,"Oklahoma City, OK MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1033,2018-08,28,"Oklahoma City, OK MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1033,2018-09,28,"Oklahoma City, OK MSA",ultimate,5.0,5349.94,156.54,1000,30720,3000,70,70.0
1033,2018-10,28,"Oklahoma City, OK MSA",ultimate,34.0,28522.22,818.05,1000,30720,3000,70,70.0
1033,2018-11,28,"Oklahoma City, OK MSA",ultimate,37.0,27039.350000000002,875.61,1000,30720,3000,70,70.0
1033,2018-12,28,"Oklahoma City, OK MSA",ultimate,32.0,21003.9,552.76,1000,30720,3000,70,70.0
1034,2018-08,22,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,4.0,997.42,5.3100000000000005,50,15360,500,20,20.0
1034,2018-09,22,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1034,2018-10,22,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1034,2018-11,22,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1034,2018-12,22,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1035,2018-12,67,"Charlotte-Concord-Gastonia, NC-SC MSA",surf,66.0,15500.04,591.96,50,15360,500,20,24.60637812500001
1036,2018-05,70,"Denver-Aurora-Lakewood, CO MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1036,2018-06,70,"Denver-Aurora-Lakewood, CO MSA",ultimate,19.0,1449.37,152.25,1000,30720,3000,70,70.0
1036,2018-07,70,"Denver-Aurora-Lakewood, CO MSA",ultimate,63.0,12116.67,510.8,1000,30720,3000,70,70.0
1036,2018-08,70,"Denver-Aurora-Lakewood, CO MSA",ultimate,77.0,19505.93,480.54,1000,30720,3000,70,70.0
1036,2018-09,70,"Denver-Aurora-Lakewood, CO MSA",ultimate,83.0,14974.61,276.65,1000,30720,3000,70,70.0
1036,2018-10,70,"Denver-Aurora-Lakewood, CO MSA",ultimate,75.0,11220.67,397.78,1000,30720,3000,70,70.0
1036,2018-11,70,"Denver-Aurora-Lakewood, CO MSA",ultimate,76.0,10044.92,488.04,1000,30720,3000,70,70.0
1036,2018-12,70,"Denver-Aurora-Lakewood, CO MSA",ultimate,45.0,8787.79,342.32,1000,30720,3000,70,70.0
1037,2018-08,20,"Seattle-Tacoma-Bellevue, WA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1037,2018-09,20,"Seattle-Tacoma-Bellevue, WA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1037,2018-10,20,"Seattle-Tacoma-Bellevue, WA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1037,2018-11,20,"Seattle-Tacoma-Bellevue, WA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
